  cell  ,E,W,N,S
"(11, 65)",1,0,1,1
"(12, 65)",0,0,1,1
"(13, 65)",0,1,1,1
"(14, 65)",1,1,1,0
"(15, 65)",1,1,0,1
"(16, 65)",1,0,1,1
"(17, 65)",1,0,1,1
"(18, 65)",0,1,1,0
"(19, 65)",0,1,0,1
"(20, 65)",0,1,1,1
"(21, 65)",1,0,1,1
"(22, 65)",0,1,1,1
"(23, 65)",1,1,1,1
"(24, 65)",0,1,1,1
"(25, 65)",1,1,1,0
"(26, 65)",0,1,0,1
"(27, 65)",1,1,1,0
"(28, 65)",1,1,0,0
"(29, 65)",0,1,0,1
"(30, 65)",1,1,1,0
"(31, 65)",1,1,0,0
"(32, 65)",1,1,0,0
"(33, 65)",1,1,0,1
"(34, 65)",1,0,1,1
"(35, 65)",1,1,1,1
"(36, 65)",0,1,1,1
"(37, 65)",1,0,1,1
"(38, 65)",1,1,1,1
"(39, 65)",0,0,1,1
"(40, 65)",0,1,1,1
"(41, 65)",1,0,1,0
"(42, 65)",1,1,0,1
"(43, 65)",0,1,1,1
"(44, 65)",1,1,1,1
"(45, 65)",0,1,1,1
"(46, 65)",1,1,1,1
"(47, 65)",0,1,1,1
"(48, 65)",0,1,1,1
"(49, 65)",1,0,1,1
"(50, 65)",1,1,1,0
"(51, 65)",1,0,0,1
"(52, 65)",0,1,1,1
"(53, 65)",1,0,1,1
"(54, 65)",0,0,1,1
"(55, 65)",1,1,1,0
"(56, 65)",1,1,0,1
"(57, 65)",0,0,1,1
"(58, 65)",1,1,1,0
"(59, 65)",1,1,0,0
"(60, 65)",0,1,0,1
"(61, 65)",1,1,1,1
"(62, 65)",0,1,1,1
"(63, 65)",1,1,1,0
"(64, 65)",1,1,0,0
"(65, 65)",0,1,0,1
"(66, 65)",1,0,1,1
"(67, 65)",1,0,1,1
"(68, 65)",0,1,1,1
"(69, 65)",0,1,1,1
"(70, 65)",1,0,1,1
"(71, 65)",0,1,1,1
"(72, 65)",1,0,1,0
"(73, 65)",1,0,0,1
"(74, 65)",1,1,1,1
"(75, 65)",1,1,1,0
"(76, 65)",0,1,0,1
"(77, 65)",1,0,1,1
"(78, 65)",0,1,1,0
"(79, 65)",1,1,0,0
"(80, 65)",1,1,0,1
"(81, 65)",0,1,1,0
"(82, 65)",1,1,0,1
"(83, 65)",0,1,1,1
"(84, 65)",1,0,1,1
"(85, 65)",0,1,1,1
"(86, 65)",1,0,1,1
"(87, 65)",1,1,1,1
"(88, 65)",0,1,1,1
"(89, 65)",1,0,1,1
"(90, 65)",0,1,1,1
"(91, 65)",1,0,1,0
"(92, 65)",0,1,0,1
"(93, 65)",1,0,1,1
"(94, 65)",0,1,1,1
"(95, 65)",0,1,1,1
"(96, 65)",0,0,1,0
"(97, 65)",1,1,0,1
"(98, 65)",0,0,1,1
"(99, 65)",0,1,1,1
"(100, 65)",1,1,1,0
"(101, 65)",1,1,0,0
"(102, 65)",0,1,0,0
"(103, 65)",1,0,0,1
"(104, 65)",1,0,1,0
"(105, 65)",1,0,0,1
"(106, 65)",1,0,1,0
"(107, 65)",0,1,0,1
"(108, 65)",1,1,1,1
"(109, 65)",0,1,1,0
"(110, 65)",1,1,0,0
"(111, 65)",1,1,0,1
"(112, 65)",1,0,1,0
"(113, 65)",1,1,0,0
"(114, 65)",0,1,0,1
"(115, 65)",1,1,1,1
"(116, 65)",1,0,1,1
"(117, 65)",0,1,1,0
"(118, 65)",1,1,0,1
"(119, 65)",1,1,1,1
"(120, 65)",1,0,1,1
"(121, 65)",0,0,1,1
"(122, 65)",1,1,1,1
"(123, 65)",1,1,1,0
"(124, 65)",1,1,0,0
"(125, 65)",1,1,0,0
"(126, 65)",1,0,0,1
"(127, 65)",0,1,1,1
"(128, 65)",1,0,1,1
"(129, 65)",0,1,1,1
"(130, 65)",1,0,1,1
"(131, 65)",0,1,1,0
"(132, 65)",1,1,0,0
"(133, 65)",1,1,0,1
"(134, 65)",0,1,1,0
"(135, 65)",1,1,0,1
"(136, 65)",0,0,1,1
"(137, 65)",1,1,1,1
"(138, 65)",0,0,1,1
"(139, 65)",1,1,1,0
"(140, 65)",1,1,0,1
"(141, 65)",1,0,1,1
"(142, 65)",1,1,1,1
"(143, 65)",1,0,1,0
"(144, 65)",1,1,0,1
"(145, 65)",0,0,1,1
"(146, 65)",1,1,1,1
"(147, 65)",1,0,1,1
"(148, 65)",0,1,1,1
"(149, 65)",1,1,1,1
"(150, 65)",0,1,1,1
"(151, 65)",1,1,1,1
"(152, 65)",0,1,1,0
"(153, 65)",0,1,0,1
"(154, 65)",1,0,1,0
"(155, 65)",1,0,0,1
"(156, 65)",0,1,1,1
"(157, 65)",0,0,1,1
"(158, 65)",1,1,1,1
"(159, 65)",0,1,1,1
"(160, 65)",1,0,1,1
"(161, 65)",0,1,1,0
"(162, 65)",1,0,0,1
"(163, 65)",1,1,1,1
"(164, 65)",1,1,1,1
"(165, 65)",1,0,1,0
"(166, 65)",1,1,0,1
"(167, 65)",1,0,1,0
"(168, 65)",1,1,0,1
"(169, 65)",0,0,1,1
"(170, 65)",1,1,1,1
"(171, 65)",0,0,1,1
"(172, 65)",1,1,1,0
"(173, 65)",1,1,0,1
"(174, 65)",0,0,1,1
"(175, 65)",0,1,1,1
"(176, 65)",0,1,1,1
"(177, 65)",1,0,1,0
"(178, 65)",1,1,0,1
"(179, 65)",0,1,1,0
"(180, 65)",1,0,0,1
"(181, 65)",1,1,1,0
"(182, 65)",0,1,0,1
"(183, 65)",1,0,1,1
"(184, 65)",1,0,1,1
"(185, 65)",0,1,1,0
"(186, 65)",1,1,0,1
"(187, 65)",0,0,1,0
"(188, 65)",1,1,0,0
"(189, 65)",1,1,0,1
"(190, 65)",0,1,1,0
"(191, 65)",1,1,0,1
"(192, 65)",0,0,1,1
"(193, 65)",0,1,1,1
"(194, 65)",1,1,1,1
"(195, 65)",0,1,1,0
"(196, 65)",1,1,0,0
"(197, 65)",1,1,0,1
"(198, 65)",1,0,1,1
"(199, 65)",1,1,1,0
"(200, 65)",1,1,0,0
"(201, 65)",1,1,0,1
"(202, 65)",0,0,1,1
"(203, 65)",1,1,1,0
"(204, 65)",1,0,0,1
"(205, 65)",0,1,1,0
"(206, 65)",1,1,0,0
"(207, 65)",1,1,0,0
"(208, 65)",1,1,0,1
"(209, 65)",0,0,1,1
"(210, 65)",1,0,1,1
"(211, 65)",0,1,1,1
"(212, 65)",1,1,1,1
"(213, 65)",0,0,1,1
"(214, 65)",0,1,1,1
"(215, 65)",1,1,1,0
"(216, 65)",1,0,0,1
"(217, 65)",1,1,1,0
"(218, 65)",1,1,0,0
"(219, 65)",1,1,0,0
"(220, 65)",0,1,0,1
"(221, 65)",1,0,1,1
"(222, 65)",1,1,1,1
"(223, 65)",0,0,1,1
"(224, 65)",1,1,1,1
"(225, 65)",1,1,1,1
"(226, 65)",0,0,1,1
"(227, 65)",0,1,1,1
"(228, 65)",1,1,1,1
"(229, 65)",1,1,1,1
"(230, 65)",0,1,1,1
"(231, 65)",1,0,1,1
"(232, 65)",1,0,1,1
"(233, 65)",0,1,1,0
"(234, 65)",0,1,0,1
"(235, 65)",1,1,1,1
"(236, 65)",1,1,1,0
"(237, 65)",1,1,0,0
"(238, 65)",1,1,0,0
"(239, 65)",1,1,0,1
"(240, 65)",1,1,1,1
"(241, 65)",0,0,1,1
"(242, 65)",1,1,1,0
"(243, 65)",1,1,0,1
"(244, 65)",1,0,1,1
"(245, 65)",0,1,1,1
"(246, 65)",1,0,1,1
"(247, 65)",1,0,1,0
"(248, 65)",1,1,0,1
"(249, 65)",1,0,1,0
"(250, 65)",1,1,0,0
"(1, 66)",1,0,0,1
"(2, 66)",1,1,1,0
"(3, 66)",1,0,0,1
"(4, 66)",1,1,1,1
"(5, 66)",0,1,1,0
"(6, 66)",1,1,0,1
"(7, 66)",0,1,1,0
"(8, 66)",1,1,0,0
"(9, 66)",1,1,0,1
"(10, 66)",0,0,1,1
"(11, 66)",0,1,1,1
"(12, 66)",1,0,1,1
"(13, 66)",0,0,1,1
"(14, 66)",1,1,1,1
"(15, 66)",1,1,1,0
"(16, 66)",1,1,0,0
"(17, 66)",1,1,0,1
"(18, 66)",1,0,1,1
"(19, 66)",1,0,1,1
"(20, 66)",0,0,1,1
"(21, 66)",1,1,1,1
"(22, 66)",0,0,1,1
"(23, 66)",1,1,1,0
"(24, 66)",1,0,0,0
"(25, 66)",1,1,0,0
"(26, 66)",1,0,0,1
"(27, 66)",1,1,1,1
"(28, 66)",0,1,1,0
"(29, 66)",1,0,0,1
"(30, 66)",1,1,1,1
"(31, 66)",1,1,1,1
"(32, 66)",0,1,1,1
"(33, 66)",1,1,1,0
"(34, 66)",1,1,0,0
"(35, 66)",1,1,0,0
"(36, 66)",1,0,0,1
"(37, 66)",0,1,1,0
"(38, 66)",1,1,0,1
"(39, 66)",0,0,1,1
"(40, 66)",1,0,1,1
"(41, 66)",1,1,1,1
"(42, 66)",1,1,1,0
"(43, 66)",1,0,0,1
"(44, 66)",0,1,1,1
"(45, 66)",1,0,1,1
"(46, 66)",0,1,1,1
"(47, 66)",1,0,1,0
"(48, 66)",1,0,0,1
"(49, 66)",1,1,1,0
"(50, 66)",0,1,0,1
"(51, 66)",1,1,1,1
"(52, 66)",0,0,1,1
"(53, 66)",1,1,1,1
"(54, 66)",1,0,1,1
"(55, 66)",0,1,1,1
"(56, 66)",1,1,1,1
"(57, 66)",0,0,1,1
"(58, 66)",1,1,1,0
"(59, 66)",0,1,0,1
"(60, 66)",1,0,1,0
"(61, 66)",1,1,0,1
"(62, 66)",0,0,1,1
"(63, 66)",1,1,1,0
"(64, 66)",1,1,0,1
"(65, 66)",1,0,1,1
"(66, 66)",0,1,1,0
"(67, 66)",1,1,0,1
"(68, 66)",0,0,1,1
"(69, 66)",0,0,1,1
"(70, 66)",1,1,1,1
"(71, 66)",0,0,1,1
"(72, 66)",0,1,1,1
"(73, 66)",1,1,1,0
"(74, 66)",1,1,0,0
"(75, 66)",1,1,0,0
"(76, 66)",1,0,0,1
"(77, 66)",0,1,1,1
"(78, 66)",0,0,1,1
"(79, 66)",1,1,1,0
"(80, 66)",1,1,0,1
"(81, 66)",0,0,1,1
"(82, 66)",0,1,1,1
"(83, 66)",1,0,1,1
"(84, 66)",0,1,1,1
"(85, 66)",1,0,1,0
"(86, 66)",1,1,0,0
"(87, 66)",1,1,0,1
"(88, 66)",1,0,1,1
"(89, 66)",0,1,1,1
"(90, 66)",1,0,1,0
"(91, 66)",0,1,0,1
"(92, 66)",1,0,1,0
"(93, 66)",0,1,0,1
"(94, 66)",0,0,1,1
"(95, 66)",0,0,1,1
"(96, 66)",1,0,1,1
"(97, 66)",0,1,1,1
"(98, 66)",1,0,1,1
"(99, 66)",0,0,1,1
"(100, 66)",1,1,1,0
"(101, 66)",1,1,0,1
"(102, 66)",0,0,1,1
"(103, 66)",1,1,1,0
"(104, 66)",0,1,0,1
"(105, 66)",1,1,1,0
"(106, 66)",1,1,0,1
"(107, 66)",0,0,1,1
"(108, 66)",0,1,1,1
"(109, 66)",1,0,1,1
"(110, 66)",0,1,1,1
"(111, 66)",1,1,1,0
"(112, 66)",1,1,0,1
"(113, 66)",0,1,1,1
"(114, 66)",0,0,1,1
"(115, 66)",1,1,1,0
"(116, 66)",0,1,0,0
"(117, 66)",1,0,0,1
"(118, 66)",0,1,1,0
"(119, 66)",1,1,0,0
"(120, 66)",1,1,0,0
"(121, 66)",1,0,0,1
"(122, 66)",1,1,1,0
"(123, 66)",1,1,0,1
"(124, 66)",0,1,1,1
"(125, 66)",0,1,1,1
"(126, 66)",1,1,1,1
"(127, 66)",0,0,1,1
"(128, 66)",1,1,1,0
"(129, 66)",1,0,0,1
"(130, 66)",0,1,1,1
"(131, 66)",1,0,1,1
"(132, 66)",0,1,1,1
"(133, 66)",1,1,1,1
"(134, 66)",0,0,1,1
"(135, 66)",1,1,1,1
"(136, 66)",1,0,1,1
"(137, 66)",0,1,1,1
"(138, 66)",1,0,1,1
"(139, 66)",0,1,1,1
"(140, 66)",1,1,1,0
"(141, 66)",1,1,0,0
"(142, 66)",1,1,0,0
"(143, 66)",1,1,0,1
"(144, 66)",0,1,1,1
"(145, 66)",0,0,1,1
"(146, 66)",1,1,1,0
"(147, 66)",1,1,0,1
"(148, 66)",1,0,1,1
"(149, 66)",1,1,1,1
"(150, 66)",0,0,1,1
"(151, 66)",0,1,1,1
"(152, 66)",1,0,1,1
"(153, 66)",0,0,1,1
"(154, 66)",1,1,1,1
"(155, 66)",1,1,1,0
"(156, 66)",1,0,0,1
"(157, 66)",0,0,1,1
"(158, 66)",1,1,1,0
"(159, 66)",1,0,0,1
"(160, 66)",0,1,1,1
"(161, 66)",1,0,1,1
"(162, 66)",1,1,1,0
"(163, 66)",1,1,0,0
"(164, 66)",1,1,0,0
"(165, 66)",1,1,0,0
"(166, 66)",1,1,0,0
"(167, 66)",0,1,0,1
"(168, 66)",1,1,1,1
"(169, 66)",1,0,1,1
"(170, 66)",0,1,1,1
"(171, 66)",1,0,1,0
"(172, 66)",0,1,0,1
"(173, 66)",1,1,1,1
"(174, 66)",0,0,1,1
"(175, 66)",1,0,1,0
"(176, 66)",1,0,0,1
"(177, 66)",1,1,1,0
"(178, 66)",1,1,0,1
"(179, 66)",1,0,1,1
"(180, 66)",1,1,1,0
"(181, 66)",1,1,0,0
"(182, 66)",1,0,0,1
"(183, 66)",1,1,1,0
"(184, 66)",0,1,0,1
"(185, 66)",1,0,1,1
"(186, 66)",1,1,1,1
"(187, 66)",1,0,1,0
"(188, 66)",1,1,0,1
"(189, 66)",1,1,1,1
"(190, 66)",0,0,1,1
"(191, 66)",0,1,1,1
"(192, 66)",1,0,1,1
"(193, 66)",1,0,1,1
"(194, 66)",0,1,1,1
"(195, 66)",1,0,1,1
"(196, 66)",0,1,1,0
"(197, 66)",1,1,0,0
"(198, 66)",1,1,0,0
"(199, 66)",1,1,0,0
"(200, 66)",1,1,0,1
"(201, 66)",0,1,1,1
"(202, 66)",1,0,1,0
"(203, 66)",1,1,0,1
"(204, 66)",1,1,1,1
"(205, 66)",1,0,1,1
"(206, 66)",0,1,1,1
"(207, 66)",1,1,1,1
"(208, 66)",0,1,1,1
"(209, 66)",1,0,1,0
"(210, 66)",0,1,0,1
"(211, 66)",1,0,1,1
"(212, 66)",0,1,1,1
"(213, 66)",1,0,1,1
"(214, 66)",1,0,1,0
"(215, 66)",1,1,0,1
"(216, 66)",0,1,1,0
"(217, 66)",1,1,0,0
"(218, 66)",1,1,0,1
"(219, 66)",1,1,1,0
"(220, 66)",1,0,0,1
"(221, 66)",1,1,1,0
"(222, 66)",1,1,0,0
"(223, 66)",1,0,0,1
"(224, 66)",1,1,1,0
"(225, 66)",1,1,0,1
"(226, 66)",0,0,1,1
"(227, 66)",1,0,1,0
"(228, 66)",0,1,0,0
"(229, 66)",1,1,0,0
"(230, 66)",1,0,0,0
"(231, 66)",1,1,0,0
"(232, 66)",0,1,0,1
"(233, 66)",1,0,1,0
"(234, 66)",1,0,0,0
"(235, 66)",1,1,0,0
"(236, 66)",1,1,0,1
"(237, 66)",0,1,1,1
"(238, 66)",1,1,1,1
"(239, 66)",1,1,1,0
"(240, 66)",1,1,0,1
"(241, 66)",1,0,1,1
"(242, 66)",1,1,1,1
"(243, 66)",0,1,1,0
"(244, 66)",0,1,0,1
"(245, 66)",1,0,1,1
"(246, 66)",0,1,1,0
"(247, 66)",1,1,0,1
"(248, 66)",0,1,1,0
"(249, 66)",0,1,0,1
"(250, 66)",1,1,1,0
"(1, 67)",1,1,0,0
"(2, 67)",1,1,0,1
"(3, 67)",1,1,1,0
"(4, 67)",1,1,0,1
"(5, 67)",1,0,1,1
"(6, 67)",0,1,1,1
"(7, 67)",1,0,1,1
"(8, 67)",0,1,1,1
"(9, 67)",1,1,1,1
"(10, 67)",1,0,1,0
"(11, 67)",1,0,0,1
"(12, 67)",1,1,1,1
"(13, 67)",0,0,1,1
"(14, 67)",1,1,1,0
"(15, 67)",1,1,0,1
"(16, 67)",1,1,1,1
"(17, 67)",0,1,1,0
"(18, 67)",1,1,0,0
"(19, 67)",0,1,0,1
"(20, 67)",0,0,1,1
"(21, 67)",0,1,1,1
"(22, 67)",0,0,1,1
"(23, 67)",1,1,1,1
"(24, 67)",1,1,1,1
"(25, 67)",0,1,1,1
"(26, 67)",1,1,1,0
"(27, 67)",0,1,0,1
"(28, 67)",0,0,1,1
"(29, 67)",1,1,1,0
"(30, 67)",1,1,0,0
"(31, 67)",1,1,0,1
"(32, 67)",1,0,1,1
"(33, 67)",0,1,1,1
"(34, 67)",1,1,1,0
"(35, 67)",1,1,0,1
"(36, 67)",0,1,1,1
"(37, 67)",1,0,1,0
"(38, 67)",1,1,0,1
"(39, 67)",1,0,1,1
"(40, 67)",0,1,1,0
"(41, 67)",1,1,0,0
"(42, 67)",1,1,0,1
"(43, 67)",0,1,1,1
"(44, 67)",1,0,1,1
"(45, 67)",0,1,1,1
"(46, 67)",1,0,1,1
"(47, 67)",0,1,1,1
"(48, 67)",1,1,1,0
"(49, 67)",0,1,0,1
"(50, 67)",1,0,1,1
"(51, 67)",0,1,1,1
"(52, 67)",1,0,1,1
"(53, 67)",1,1,1,0
"(54, 67)",1,1,0,1
"(55, 67)",0,0,1,1
"(56, 67)",1,1,1,0
"(57, 67)",1,0,0,1
"(58, 67)",1,1,1,0
"(59, 67)",1,0,0,1
"(60, 67)",0,1,1,1
"(61, 67)",1,1,1,0
"(62, 67)",1,0,0,1
"(63, 67)",0,1,1,1
"(64, 67)",1,1,1,0
"(65, 67)",1,1,0,1
"(66, 67)",1,0,1,1
"(67, 67)",0,1,1,1
"(68, 67)",1,0,1,1
"(69, 67)",1,0,1,1
"(70, 67)",0,1,1,1
"(71, 67)",1,0,1,0
"(72, 67)",1,0,0,1
"(73, 67)",0,1,1,0
"(74, 67)",0,1,0,1
"(75, 67)",1,1,1,0
"(76, 67)",1,1,0,1
"(77, 67)",1,0,1,0
"(78, 67)",1,0,0,1
"(79, 67)",1,1,1,0
"(80, 67)",1,1,0,1
"(81, 67)",0,0,1,1
"(82, 67)",1,0,1,1
"(83, 67)",0,1,1,1
"(84, 67)",1,0,1,1
"(85, 67)",1,1,1,1
"(86, 67)",1,1,1,0
"(87, 67)",1,1,0,0
"(88, 67)",1,1,0,1
"(89, 67)",0,0,1,0
"(90, 67)",0,1,0,1
"(91, 67)",1,0,1,0
"(92, 67)",1,1,0,1
"(93, 67)",0,0,1,0
"(94, 67)",1,0,0,1
"(95, 67)",0,0,1,1
"(96, 67)",1,1,1,1
"(97, 67)",0,0,1,1
"(98, 67)",1,1,1,1
"(99, 67)",1,0,1,1
"(100, 67)",0,1,1,1
"(101, 67)",1,1,1,1
"(102, 67)",0,0,1,1
"(103, 67)",0,1,1,0
"(104, 67)",1,0,0,1
"(105, 67)",1,1,1,1
"(106, 67)",1,1,1,1
"(107, 67)",0,0,1,1
"(108, 67)",1,0,1,0
"(109, 67)",1,1,0,0
"(110, 67)",1,0,0,1
"(111, 67)",0,1,1,1
"(112, 67)",1,1,1,1
"(113, 67)",0,0,1,1
"(114, 67)",1,0,1,1
"(115, 67)",1,1,1,1
"(116, 67)",0,0,1,1
"(117, 67)",1,1,1,0
"(118, 67)",1,0,0,1
"(119, 67)",1,1,1,1
"(120, 67)",1,1,1,1
"(121, 67)",1,1,1,0
"(122, 67)",1,1,0,1
"(123, 67)",0,1,1,1
"(124, 67)",0,0,1,1
"(125, 67)",0,0,1,1
"(126, 67)",1,1,1,1
"(127, 67)",0,0,1,1
"(128, 67)",1,1,1,1
"(129, 67)",0,1,1,1
"(130, 67)",1,0,1,1
"(131, 67)",0,1,1,1
"(132, 67)",1,0,1,0
"(133, 67)",1,1,0,1
"(134, 67)",0,0,1,1
"(135, 67)",1,1,1,0
"(136, 67)",1,1,0,1
"(137, 67)",1,0,1,0
"(138, 67)",1,1,0,0
"(139, 67)",1,0,0,0
"(140, 67)",1,1,0,1
"(141, 67)",0,1,1,1
"(142, 67)",0,1,1,1
"(143, 67)",1,1,1,1
"(144, 67)",0,0,1,1
"(145, 67)",1,0,1,1
"(146, 67)",0,1,1,1
"(147, 67)",1,1,1,0
"(148, 67)",1,1,0,0
"(149, 67)",1,1,0,1
"(150, 67)",0,0,1,1
"(151, 67)",0,0,1,1
"(152, 67)",0,1,1,1
"(153, 67)",1,0,1,1
"(154, 67)",1,1,1,0
"(155, 67)",1,1,0,1
"(156, 67)",0,1,1,1
"(157, 67)",1,0,1,0
"(158, 67)",0,1,0,1
"(159, 67)",1,1,1,0
"(160, 67)",0,0,0,1
"(161, 67)",1,1,1,0
"(162, 67)",1,1,0,0
"(163, 67)",1,1,0,0
"(164, 67)",1,1,0,1
"(165, 67)",1,1,1,1
"(166, 67)",0,1,1,0
"(167, 67)",1,0,0,1
"(168, 67)",1,1,1,0
"(169, 67)",1,1,0,1
"(170, 67)",1,0,1,0
"(171, 67)",1,1,0,1
"(172, 67)",0,0,1,1
"(173, 67)",1,1,1,1
"(174, 67)",1,0,1,1
"(175, 67)",1,1,1,1
"(176, 67)",0,1,1,0
"(177, 67)",0,1,0,1
"(178, 67)",1,1,1,0
"(179, 67)",1,1,0,0
"(180, 67)",1,1,0,1
"(181, 67)",0,1,1,1
"(182, 67)",1,1,1,0
"(183, 67)",1,1,0,1
"(184, 67)",1,0,1,1
"(185, 67)",1,1,1,0
"(186, 67)",1,1,0,0
"(187, 67)",0,1,0,1
"(188, 67)",1,1,1,0
"(189, 67)",1,1,0,1
"(190, 67)",0,0,1,1
"(191, 67)",1,0,1,1
"(192, 67)",1,1,1,0
"(193, 67)",0,1,0,1
"(194, 67)",1,0,1,1
"(195, 67)",0,1,1,1
"(196, 67)",1,0,1,1
"(197, 67)",0,1,1,1
"(198, 67)",0,1,1,1
"(199, 67)",1,1,1,1
"(200, 67)",1,1,1,1
"(201, 67)",0,0,1,1
"(202, 67)",1,1,1,1
"(203, 67)",0,1,1,0
"(204, 67)",1,1,0,0
"(205, 67)",1,1,0,1
"(206, 67)",0,0,1,1
"(207, 67)",0,1,1,1
"(208, 67)",1,0,1,1
"(209, 67)",0,1,1,1
"(210, 67)",1,0,1,1
"(211, 67)",1,1,1,1
"(212, 67)",0,0,1,1
"(213, 67)",1,1,1,0
"(214, 67)",1,1,0,1
"(215, 67)",1,1,1,0
"(216, 67)",1,0,0,1
"(217, 67)",0,1,1,1
"(218, 67)",1,1,1,0
"(219, 67)",1,1,0,0
"(220, 67)",1,1,0,0
"(221, 67)",1,1,0,0
"(222, 67)",1,1,0,0
"(223, 67)",1,1,0,0
"(224, 67)",1,1,0,1
"(225, 67)",0,1,1,0
"(226, 67)",0,0,0,1
"(227, 67)",1,1,1,0
"(228, 67)",1,0,0,1
"(229, 67)",0,1,1,1
"(230, 67)",1,1,1,1
"(231, 67)",0,1,1,1
"(232, 67)",1,0,1,1
"(233, 67)",0,1,1,1
"(234, 67)",1,1,1,1
"(235, 67)",0,1,1,0
"(236, 67)",1,1,0,1
"(237, 67)",0,0,1,1
"(238, 67)",1,1,1,0
"(239, 67)",1,1,0,1
"(240, 67)",1,1,1,0
"(241, 67)",1,1,0,0
"(242, 67)",0,1,0,1
"(243, 67)",0,0,1,1
"(244, 67)",1,0,1,0
"(245, 67)",0,1,0,1
"(246, 67)",1,0,1,1
"(247, 67)",1,1,1,1
"(248, 67)",1,0,1,0
"(249, 67)",1,0,0,1
"(250, 67)",1,1,1,0
"(1, 68)",0,1,0,1
"(2, 68)",1,1,1,0
"(3, 68)",1,1,0,1
"(4, 68)",0,1,1,0
"(5, 68)",0,1,0,1
"(6, 68)",1,0,1,1
"(7, 68)",1,1,1,1
"(8, 68)",1,0,1,1
"(9, 68)",0,1,1,0
"(10, 68)",0,1,0,1
"(11, 68)",1,1,1,0
"(12, 68)",1,1,0,1
"(13, 68)",1,0,1,1
"(14, 68)",0,1,1,1
"(15, 68)",1,1,1,0
"(16, 68)",1,1,0,0
"(17, 68)",1,0,0,1
"(18, 68)",0,1,1,1
"(19, 68)",1,0,1,1
"(20, 68)",0,0,1,1
"(21, 68)",1,0,1,0
"(22, 68)",1,0,0,1
"(23, 68)",1,1,1,0
"(24, 68)",1,1,0,1
"(25, 68)",1,0,1,0
"(26, 68)",0,1,0,1
"(27, 68)",1,0,1,0
"(28, 68)",1,0,0,0
"(29, 68)",1,1,0,0
"(30, 68)",1,1,0,0
"(31, 68)",1,1,0,0
"(32, 68)",1,1,0,1
"(33, 68)",0,0,1,1
"(34, 68)",0,1,1,1
"(35, 68)",1,1,1,1
"(36, 68)",0,0,1,1
"(37, 68)",0,1,1,1
"(38, 68)",1,1,1,0
"(39, 68)",0,1,0,1
"(40, 68)",1,0,1,0
"(41, 68)",0,1,0,1
"(42, 68)",1,1,1,1
"(43, 68)",1,0,1,0
"(44, 68)",1,1,0,0
"(45, 68)",1,0,0,0
"(46, 68)",1,1,0,1
"(47, 68)",0,0,1,1
"(48, 68)",1,1,1,1
"(49, 68)",0,0,1,1
"(50, 68)",1,1,1,0
"(51, 68)",1,0,0,1
"(52, 68)",0,1,1,0
"(53, 68)",1,1,0,1
"(54, 68)",0,1,1,1
"(55, 68)",1,0,1,0
"(56, 68)",1,1,0,0
"(57, 68)",1,1,0,0
"(58, 68)",1,1,0,1
"(59, 68)",1,1,1,0
"(60, 68)",1,0,0,1
"(61, 68)",1,1,1,1
"(62, 68)",0,1,1,1
"(63, 68)",1,0,1,0
"(64, 68)",1,1,0,1
"(65, 68)",0,1,1,0
"(66, 68)",1,1,0,1
"(67, 68)",1,0,1,1
"(68, 68)",1,1,1,0
"(69, 68)",0,1,0,1
"(70, 68)",1,0,1,1
"(71, 68)",0,1,1,1
"(72, 68)",1,1,1,1
"(73, 68)",0,0,1,1
"(74, 68)",1,0,1,1
"(75, 68)",1,1,1,1
"(76, 68)",0,1,1,0
"(77, 68)",0,1,0,1
"(78, 68)",1,1,1,0
"(79, 68)",0,1,0,1
"(80, 68)",0,1,1,1
"(81, 68)",0,0,1,1
"(82, 68)",1,1,1,0
"(83, 68)",1,0,0,1
"(84, 68)",1,1,1,0
"(85, 68)",0,1,0,0
"(86, 68)",1,1,0,1
"(87, 68)",0,1,1,1
"(88, 68)",0,1,1,1
"(89, 68)",1,0,1,1
"(90, 68)",1,0,1,0
"(91, 68)",1,1,0,0
"(92, 68)",1,1,0,1
"(93, 68)",0,0,1,1
"(94, 68)",0,1,1,1
"(95, 68)",1,0,1,0
"(96, 68)",0,1,0,1
"(97, 68)",1,0,1,1
"(98, 68)",1,1,1,0
"(99, 68)",1,1,0,1
"(100, 68)",1,0,1,1
"(101, 68)",0,1,1,1
"(102, 68)",0,0,1,1
"(103, 68)",1,0,1,1
"(104, 68)",0,1,1,0
"(105, 68)",1,1,0,0
"(106, 68)",1,1,0,1
"(107, 68)",1,0,1,0
"(108, 68)",1,1,0,1
"(109, 68)",1,1,1,1
"(110, 68)",0,1,1,0
"(111, 68)",1,0,0,1
"(112, 68)",0,1,1,1
"(113, 68)",1,0,1,0
"(114, 68)",1,1,0,0
"(115, 68)",1,1,0,1
"(116, 68)",1,0,1,1
"(117, 68)",0,1,1,1
"(118, 68)",1,1,1,0
"(119, 68)",0,1,0,0
"(120, 68)",1,1,0,0
"(121, 68)",1,1,0,0
"(122, 68)",1,1,0,1
"(123, 68)",1,0,1,1
"(124, 68)",0,0,1,1
"(125, 68)",1,0,1,0
"(126, 68)",1,1,0,1
"(127, 68)",0,0,1,1
"(128, 68)",1,1,1,1
"(129, 68)",1,0,1,1
"(130, 68)",1,1,1,1
"(131, 68)",1,0,1,1
"(132, 68)",1,1,1,0
"(133, 68)",1,1,0,0
"(134, 68)",1,0,0,1
